sub	MB	ME	Region	TSNR
10150	3	1	RVS	33.60990004534231
10150	3	1	LVS	22.064291588096843
10150	3	1	vmPFC	42.86234938230052
10150	3	1	FFA	37.98376884723857
10150	3	1	sCerb	40.3670925222943
10150	3	1	iCerb	40.069583982062774
10150	3	1	Motor	53.31862802991762
10150	6	4	VS	25.481136322021484
10150	6	4	RVS	31.04265022277832
10150	6	4	LVS	25.609399795532227
10150	6	4	vmPFC	43.224159240722656
10150	6	4	FFA	44.7143440246582
10150	6	4	sCerb	35.50154495239258
10150	6	4	iCerb	39.66371536254883
10150	6	4	Motor	50.11865234375
10150	6	1	VS	17.57150490744355
10150	6	1	RVS	28.5901250031624
10150	6	1	LVS	18.26337812337159
10150	6	1	vmPFC	35.136005992588025
10150	6	1	FFA	29.70248627455952
10150	6	1	sCerb	33.95934322069018
10150	6	1	iCerb	35.435129858031154
10150	6	1	Motor	44.034158876451436
10150	3	4	VS	28.631336212158203
10150	3	4	RVS	38.58019256591797
10150	3	4	LVS	32.99776077270508
10150	3	4	vmPFC	47.06324005126953
10150	3	4	FFA	46.723392486572266
10150	3	4	sCerb	46.64474105834961
10150	3	4	iCerb	47.66582489013672
10150	3	4	Motor	47.818965911865234
10150	1	4	VS	39.772762298583984
10150	1	4	RVS	40.56991958618164
10150	1	4	LVS	36.993717193603516
10150	1	4	vmPFC	40.8529052734375
10150	1	4	FFA	24.832292556762695
10150	1	4	sCerb	37.753719329833984
10150	1	4	iCerb	39.33156204223633
10150	1	4	Motor	36.26103210449219
10150	1	1	VS	18.226332497842492
10150	1	1	RVS	35.39577809604524
10150	1	1	LVS	18.759250427980326
10150	1	1	vmPFC	47.5789780151607
10150	1	1	FFA	40.43004456149709
10150	1	1	sCerb	42.60778926772341
10150	1	1	iCerb	41.258329421549085
10150	1	1	Motor	59.26130451651839
10154	1	1	VS	23.742965006406536
10154	1	1	RVS	29.365284122452238
10154	1	1	LVS	27.776041681636762
10154	1	1	vmPFC	51.62462363236284
10154	1	1	FFA	35.41121589631857
10154	1	1	sCerb	41.14214293472518
10154	1	1	iCerb	44.37723326657386
10154	1	1	Motor	42.44843393035569
10154	6	1	VS	21.78425892708304
10154	6	1	RVS	24.50319007733213
10154	6	1	LVS	24.661740578709338
10154	6	1	vmPFC	38.80228446095645
10154	6	1	FFA	32.78596201901284
10154	6	1	sCerb	35.15601865877578
10154	6	1	iCerb	39.36763199128786
10154	6	1	Motor	37.344147860487986
10154	6	4	VS	25.798053741455078
10154	6	4	RVS	28.231298446655273
10154	6	4	LVS	27.454612731933594
10154	6	4	vmPFC	51.33205795288086
10154	6	4	FFA	37.748008728027344
10154	6	4	sCerb	32.74355697631836
10154	6	4	iCerb	47.19888687133789
10154	6	4	Motor	41.19341278076172
10154	3	1	VS	24.531823356845706
10154	3	1	RVS	28.821417586462726
10154	3	1	LVS	28.304571374108477
10154	3	1	vmPFC	43.52944723353578
10154	3	1	FFA	37.27318623003558
10154	3	1	sCerb	40.603817456956065
10154	3	1	iCerb	46.021480942387655
10154	3	1	Motor	40.46027630659388
10154	3	4	VS	39.090328216552734
10154	3	4	RVS	38.63391876220703
10154	3	4	LVS	38.815025329589844
10154	3	4	vmPFC	58.85935974121094
10154	3	4	FFA	56.97637939453125
10154	3	4	sCerb	47.56033706665039
10154	3	4	iCerb	54.77591323852539
10154	3	4	Motor	50.739166259765625
10154	1	4	VS	37.14696502685547
10154	1	4	RVS	34.84056854248047
10154	1	4	LVS	37.02717208862305
10154	1	4	vmPFC	51.81552505493164
10154	1	4	FFA	33.24932861328125
10154	1	4	sCerb	44.34555435180664
10154	1	4	iCerb	50.64863586425781
10154	1	4	Motor	39.839805603027344
10185	1	1	VS	30.08039483462115
10185	1	1	RVS	28.2426803396191
10185	1	1	LVS	27.53032759842013
10185	1	1	vmPFC	31.180608402588568
10185	1	1	FFA	28.892957401788525
10185	1	1	sCerb	35.53483680966294
10185	1	1	iCerb	33.17259783070187
10185	1	1	Motor	32.747840159666445
10185	3	4	VS	31.331811904907227
10185	3	4	RVS	30.246536254882812
10185	3	4	LVS	28.395225524902344
10185	3	4	vmPFC	40.67997741699219
10185	3	4	FFA	35.988868713378906
10185	3	4	sCerb	39.70404815673828
10185	3	4	iCerb	36.357025146484375
10185	3	4	Motor	38.654666900634766
10185	3	1	VS	28.21984901437516
10185	3	1	RVS	27.771912565704902
10185	3	1	LVS	26.312960264789677
10185	3	1	vmPFC	31.64970581801172
10185	3	1	FFA	33.1210093832613
10185	3	1	sCerb	35.8988002849895
10185	3	1	iCerb	32.71741870092332
10185	3	1	Motor	32.09209385256192
10185	6	1	VS	25.797104867616675
10185	6	1	RVS	25.075800616451517
10185	6	1	LVS	24.38709059328756
10185	6	1	vmPFC	27.952837740758863
10185	6	1	FFA	25.15234572032947
10185	6	1	sCerb	28.24026046508943
10185	6	1	iCerb	23.843172866016435
10185	6	1	Motor	29.8928278926971
10185	1	4	VS	50.51963424682617
10185	1	4	RVS	42.18280029296875
10185	1	4	LVS	44.5218620300293
10185	1	4	vmPFC	48.093868255615234
10185	1	4	FFA	48.65493392944336
10185	1	4	sCerb	49.47627639770508
10185	1	4	iCerb	44.727474212646484
10185	1	4	Motor	54.581687927246094
10185	6	4	VS	20.798900604248047
10185	6	4	RVS	18.632274627685547
10185	6	4	LVS	19.335529327392578
10185	6	4	vmPFC	32.2589111328125
10185	6	4	FFA	24.100971221923828
10185	6	4	sCerb	22.02519989013672
10185	6	4	iCerb	25.80992317199707
10185	6	4	Motor	30.82945442199707
10186	1	4	VS	52.80744552612305
10186	1	4	RVS	47.67931365966797
10186	1	4	LVS	46.698455810546875
10186	1	4	vmPFC	63.64690399169922
10186	1	4	FFA	53.55084991455078
10186	1	4	sCerb	57.76731872558594
10186	1	4	iCerb	53.5190315246582
10186	1	4	Motor	74.4142074584961
10186	6	4	VS	24.673370361328125
10186	6	4	RVS	27.849029541015625
10186	6	4	LVS	25.478849411010742
10186	6	4	vmPFC	43.25167465209961
10186	6	4	FFA	32.644954681396484
10186	6	4	sCerb	40.466304779052734
10186	6	4	iCerb	32.75368118286133
10186	6	4	Motor	41.60113525390625
10186	3	1	VS	18.65711242739551
10186	3	1	RVS	26.04488216032118
10186	3	1	LVS	26.54378849219396
10186	3	1	vmPFC	23.794364060222414
10186	3	1	FFA	29.29813444602009
10186	3	1	sCerb	39.342885621608815
10186	3	1	iCerb	33.09054627131609
10186	3	1	Motor	48.902972460515485
10186	3	4	VS	34.13405990600586
10186	3	4	RVS	36.97673034667969
10186	3	4	LVS	32.644935607910156
10186	3	4	vmPFC	32.08677291870117
10186	3	4	FFA	43.877891540527344
10186	3	4	sCerb	50.56937789916992
10186	3	4	iCerb	44.12741470336914
10186	3	4	Motor	51.642173767089844
10186	1	1	VS	16.925303004871257
10186	1	1	RVS	26.028675033179532
10186	1	1	LVS	26.803836564210542
10186	1	1	vmPFC	26.616992197491488
10186	1	1	FFA	25.099869297521785
10186	1	1	sCerb	35.95112329040542
10186	1	1	iCerb	33.433367699705755
10186	1	1	Motor	41.81327457025806
10186	6	1	VS	15.446295114025071
10186	6	1	RVS	27.64354822246622
10186	6	1	LVS	22.703716501286987
10186	6	1	vmPFC	35.669625026063244
10186	6	1	FFA	31.77185857351449
10186	6	1	sCerb	37.92439789705207
10186	6	1	iCerb	35.26505010726896
10186	6	1	Motor	55.871827433306926
10188	1	4	VS	50.88410186767578
10188	1	4	RVS	42.687156677246094
10188	1	4	LVS	43.68644332885742
10188	1	4	vmPFC	40.6492919921875
10188	1	4	FFA	51.571495056152344
10188	1	4	sCerb	54.26170349121094
10188	1	4	iCerb	52.52112579345703
10188	1	4	Motor	50.70210266113281
10188	6	4	VS	27.984949111938477
10188	6	4	RVS	24.261411666870117
10188	6	4	LVS	24.23662757873535
10188	6	4	vmPFC	33.326229095458984
10188	6	4	FFA	33.371822357177734
10188	6	4	sCerb	36.03889846801758
10188	6	4	iCerb	38.56322479248047
10188	6	4	Motor	35.0292854309082
10188	3	1	VS	37.32970243529091
10188	3	1	RVS	33.37953378243979
10188	3	1	LVS	34.43940309872271
10188	3	1	vmPFC	39.80487033608211
10188	3	1	FFA	48.605258595718574
10188	3	1	sCerb	43.218902308561326
10188	3	1	iCerb	43.03604583965919
10188	3	1	Motor	49.14809432462887
10188	1	1	VS	39.93865198757749
10188	1	1	RVS	35.53707327367651
10188	1	1	LVS	38.110495873000175
10188	1	1	vmPFC	40.172008500984745
10188	1	1	FFA	47.3116783476603
10188	1	1	sCerb	45.69734764082166
10188	1	1	iCerb	45.64397633783177
10188	1	1	Motor	52.48797563244145
10188	6	1	VS	31.95552223164
10188	6	1	RVS	29.787195763535497
10188	6	1	LVS	29.71880262295266
10188	6	1	vmPFC	32.85962346102664
10188	6	1	FFA	45.345246061661626
10188	6	1	sCerb	41.23088474875189
10188	6	1	iCerb	42.73481616726235
10188	6	1	Motor	46.12317320359711
10188	3	4	VS	40.747100830078125
10188	3	4	RVS	35.53689193725586
10188	3	4	LVS	36.27650833129883
10188	3	4	vmPFC	38.096256256103516
10188	3	4	FFA	46.755859375
10188	3	4	sCerb	50.623958587646484
10188	3	4	iCerb	49.33118438720703
10188	3	4	Motor	49.570125579833984
10198	6	1	VS	32.9319939927839
10198	6	1	RVS	28.53771660837925
10198	6	1	LVS	27.830362858025744
10198	6	1	vmPFC	30.027932553908464
10198	6	1	FFA	28.832956590666395
10198	6	1	sCerb	36.75189634126581
10198	6	1	iCerb	27.147182336736257
10198	6	1	Motor	34.665095179866306
10198	1	4	VS	47.264957427978516
10198	1	4	RVS	42.86738967895508
10198	1	4	LVS	38.42277145385742
10198	1	4	vmPFC	37.93559265136719
10198	1	4	FFA	41.357666015625
10198	1	4	sCerb	56.258174896240234
10198	1	4	iCerb	47.40541458129883
10198	1	4	Motor	47.08911895751953
10198	3	4	VS	37.38089370727539
10198	3	4	RVS	34.58515930175781
10198	3	4	LVS	33.612518310546875
10198	3	4	vmPFC	36.15501022338867
10198	3	4	FFA	39.71113967895508
10198	3	4	sCerb	51.65790939331055
10198	3	4	iCerb	38.06355667114258
10198	3	4	Motor	40.30531692504883
10198	6	4	VS	18.6015567779541
10198	6	4	RVS	16.87874412536621
10198	6	4	LVS	16.5063533782959
10198	6	4	vmPFC	26.921924591064453
10198	6	4	FFA	19.806047439575195
10198	6	4	sCerb	23.28173065185547
10198	6	4	iCerb	22.28676414489746
10198	6	4	Motor	29.481082916259766
10198	3	1	VS	31.328711300067273
10198	3	1	RVS	28.473367021680176
10198	3	1	LVS	28.120762473485815
10198	3	1	vmPFC	30.816970127183822
10198	3	1	FFA	27.591335379885734
10198	3	1	sCerb	41.27239934350107
10198	3	1	iCerb	34.32692247714342
10198	3	1	Motor	35.98524616915297
10203	3	1	VS	10.45798288945789
10203	3	1	RVS	22.38170108706135
10203	3	1	LVS	12.649919111394786
10203	3	1	vmPFC	29.125995081471597
10203	3	1	FFA	28.436233739890376
10203	3	1	sCerb	38.977552168954816
10203	3	1	iCerb	37.442264954873686
10203	3	1	Motor	44.95900196758753
10203	6	4	VS	11.479891777038574
10203	6	4	RVS	15.970597267150879
10203	6	4	LVS	12.218299865722656
10203	6	4	vmPFC	25.9648494720459
10203	6	4	FFA	22.200958251953125
10203	6	4	sCerb	25.428956985473633
10203	6	4	iCerb	20.939449310302734
10203	6	4	Motor	29.347827911376953
10203	3	4	VS	20.486413955688477
10203	3	4	RVS	28.391620635986328
10203	3	4	LVS	25.654071807861328
10203	3	4	vmPFC	44.26081848144531
10203	3	4	FFA	42.92113494873047
10203	3	4	sCerb	48.5920524597168
10203	3	4	iCerb	43.17721176147461
10203	3	4	Motor	49.35124206542969
10203	6	1	VS	11.915508354157307
10203	6	1	RVS	21.133084751689776
10203	6	1	LVS	13.592558609962527
10203	6	1	vmPFC	28.475087647303635
10203	6	1	FFA	22.566679944247678
10203	6	1	sCerb	34.00592079208469
10203	6	1	iCerb	37.61329118098038
10203	6	1	Motor	41.208367028196356
10203	1	1	VS	11.991909868029092
10203	1	1	RVS	24.127653436475896
10203	1	1	LVS	14.114809103779722
10203	1	1	vmPFC	34.73065502812281
10203	1	1	FFA	26.90084849090542
10203	1	1	sCerb	40.381583577921035
10203	1	1	iCerb	42.704844584062144
10203	1	1	Motor	48.53039288230959
10203	1	4	VS	36.35517501831055
10203	1	4	RVS	40.5749397277832
10203	1	4	LVS	39.39303970336914
10203	1	4	vmPFC	41.55393600463867
10203	1	4	FFA	46.912010192871094
10203	1	4	sCerb	54.06977844238281
10203	1	4	iCerb	55.08853530883789
10203	1	4	Motor	58.16692352294922
10223	1	4	VS	49.878807067871094
10223	1	4	RVS	47.34918975830078
10223	1	4	LVS	47.126224517822266
10223	1	4	vmPFC	50.46462631225586
10223	1	4	FFA	54.021480560302734
10223	1	4	sCerb	58.66492462158203
10223	1	4	iCerb	58.407264709472656
10223	1	4	Motor	62.999080657958984
10223	6	4	VS	16.990039825439453
10223	6	4	RVS	17.19940185546875
10223	6	4	LVS	17.754953384399414
10223	6	4	vmPFC	37.97072219848633
10223	6	4	FFA	33.34133529663086
10223	6	4	sCerb	29.102293014526367
10223	6	4	iCerb	31.078506469726562
10223	6	4	Motor	33.11570739746094
10223	3	1	VS	24.58635059564472
10223	3	1	RVS	31.94926489361459
10223	3	1	LVS	21.64519037283716
10223	3	1	vmPFC	34.00209628679397
10223	3	1	FFA	37.370507364799806
10223	3	1	sCerb	43.63316775736239
10223	3	1	iCerb	41.0047137626037
10223	3	1	Motor	45.87590009191734
10223	3	4	VS	32.37067794799805
10223	3	4	RVS	36.20823669433594
10223	3	4	LVS	30.570436477661133
10223	3	4	vmPFC	43.207801818847656
10223	3	4	FFA	47.8549690246582
10223	3	4	sCerb	50.32619857788086
10223	3	4	iCerb	51.794166564941406
10223	3	4	Motor	44.53110885620117
10223	1	1	VS	24.086237827328077
10223	1	1	RVS	34.786465763135126
10223	1	1	LVS	19.981947654070705
10223	1	1	vmPFC	32.33004463520702
10223	1	1	FFA	36.22837547969831
10223	1	1	sCerb	44.94968067915854
10223	1	1	iCerb	42.32519936468342
10223	1	1	Motor	47.81474280526748
10223	6	1	VS	22.00558419132107
10223	6	1	RVS	29.308987105364718
10223	6	1	LVS	19.035875704293844
10223	6	1	vmPFC	36.685918815386025
10223	6	1	FFA	34.738175885673215
10223	6	1	sCerb	37.43061679881226
10223	6	1	iCerb	38.28620375495892
10223	6	1	Motor	44.85578518842944
10234	3	4	VS	20.856369018554688
10234	3	4	RVS	23.361427307128906
10234	3	4	LVS	25.012256622314453
10234	3	4	vmPFC	32.28248596191406
10234	3	4	FFA	29.32886505126953
10234	3	4	sCerb	38.06444549560547
10234	3	4	iCerb	32.220947265625
10234	3	4	Motor	33.441612243652344
10234	6	1	VS	18.100990607329546
10234	6	1	RVS	23.027662693306933
10234	6	1	LVS	20.41024817653965
10234	6	1	vmPFC	32.81692806662067
10234	6	1	FFA	28.708873148975638
10234	6	1	sCerb	29.997639896117402
10234	6	1	iCerb	27.750021445510946
10234	6	1	Motor	37.89551715342797
10234	1	4	VS	44.211517333984375
10234	1	4	RVS	38.60188293457031
10234	1	4	LVS	41.721832275390625
10234	1	4	vmPFC	49.92543029785156
10234	1	4	FFA	45.030433654785156
10234	1	4	sCerb	49.99465560913086
10234	1	4	iCerb	46.52832794189453
10234	1	4	Motor	50.60783767700195
10234	6	4	VS	17.423276901245117
10234	6	4	RVS	17.241884231567383
10234	6	4	LVS	18.14776039123535
10234	6	4	vmPFC	30.58609390258789
10234	6	4	FFA	25.947141647338867
10234	6	4	sCerb	27.220691680908203
10234	6	4	iCerb	18.866762161254883
10234	6	4	Motor	27.11431121826172
10234	3	1	VS	18.968570314498166
10234	3	1	RVS	26.001125717377658
10234	3	1	LVS	22.45970248025217
10234	3	1	vmPFC	35.77483856323453
10234	3	1	FFA	32.847942177492996
10234	3	1	sCerb	34.41955137113629
10234	3	1	iCerb	31.042709758720804
10234	3	1	Motor	42.16794481604423
10234	1	1	VS	18.89007043002225
10234	1	1	RVS	29.06711458710249
10234	1	1	LVS	23.091974593475722
10234	1	1	vmPFC	36.66963130289844
10234	1	1	FFA	35.57045931774467
10234	1	1	sCerb	36.9821453173839
10234	1	1	iCerb	35.55774525721469
10234	1	1	Motor	46.36221662554507
10303	6	4	VS	16.798524856567383
10303	6	4	RVS	19.553611755371094
10303	6	4	LVS	17.4100341796875
10303	6	4	vmPFC	29.56468963623047
10303	6	4	FFA	32.528953552246094
10303	6	4	sCerb	27.761140823364258
10303	6	4	iCerb	22.49382209777832
10303	6	4	Motor	33.28179931640625
10303	3	1	VS	19.72566174478263
10303	3	1	RVS	28.832532361641608
10303	3	1	LVS	21.30206080996645
10303	3	1	vmPFC	13.188396572884168
10303	3	1	FFA	34.5925818252289
10303	3	1	sCerb	40.90398387858366
10303	3	1	iCerb	36.05325984813575
10303	3	1	Motor	45.67755736527027
10303	1	1	VS	24.82910444941128
10303	1	1	RVS	36.06128537559854
10303	1	1	LVS	26.1156011004675
10303	1	1	vmPFC	19.34623975563309
10303	1	1	FFA	40.65521300105951
10303	1	1	sCerb	44.64914902726103
10303	1	1	iCerb	44.17474172483524
10303	1	1	Motor	53.22404661052129
10303	6	1	VS	22.743792353678284
10303	6	1	RVS	29.00071919088824
10303	6	1	LVS	22.48370869049963
10303	6	1	vmPFC	18.352646788888656
10303	6	1	FFA	30.259399956757363
10303	6	1	sCerb	35.52776175592558
10303	6	1	iCerb	35.59800781262872
10303	6	1	Motor	45.262577313770635
10303	1	4	VS	41.803253173828125
10303	1	4	RVS	44.1958122253418
10303	1	4	LVS	39.629173278808594
10303	1	4	vmPFC	37.008148193359375
10303	1	4	FFA	46.753543853759766
10303	1	4	sCerb	51.643455505371094
10303	1	4	iCerb	54.76995086669922
10303	1	4	Motor	55.41459655761719
10318	6	4	VS	20.69009017944336
10318	6	4	RVS	20.276447296142578
10318	6	4	LVS	20.504343032836914
10318	6	4	vmPFC	34.621578216552734
10318	6	4	FFA	24.01936149597168
10318	6	4	sCerb	26.094158172607422
10318	6	4	iCerb	22.832487106323242
10318	6	4	Motor	35.58583450317383
10318	3	4	VS	34.3620491027832
10318	3	4	RVS	35.668052673339844
10318	3	4	LVS	35.301109313964844
10318	3	4	vmPFC	41.01719284057617
10318	3	4	FFA	44.783817291259766
10318	3	4	sCerb	49.71321105957031
10318	3	4	iCerb	36.11671829223633
10318	3	4	Motor	45.53229904174805
10318	3	1	VS	27.32739002825065
10318	3	1	RVS	32.94885393177236
10318	3	1	LVS	30.218145409892838
10318	3	1	vmPFC	38.06204985523487
10318	3	1	FFA	41.80528171630122
10318	3	1	sCerb	43.183230488935635
10318	3	1	iCerb	33.96519975376228
10318	3	1	Motor	43.146900755062426
10318	1	4	VS	51.10954666137695
10318	1	4	RVS	47.45748519897461
10318	1	4	LVS	48.317108154296875
10318	1	4	vmPFC	50.244205474853516
10318	1	4	FFA	51.32809066772461
10318	1	4	sCerb	59.67585372924805
10318	1	4	iCerb	48.91094970703125
10318	1	4	Motor	57.740116119384766
10318	6	1	VS	25.599189870127876
10318	6	1	RVS	28.108097032218684
10318	6	1	LVS	28.59313087213497
10318	6	1	vmPFC	32.960112966150625
10318	6	1	FFA	32.688585918642055
10318	6	1	sCerb	35.01735926139238
10318	6	1	iCerb	25.75885775292365
10318	6	1	Motor	36.61275413582621
10318	1	1	VS	30.11824578933997
10318	1	1	RVS	37.999799020425336
10318	1	1	LVS	36.056425707956556
10318	1	1	vmPFC	42.79703528192234
10318	1	1	FFA	40.42569289145285
10318	1	1	sCerb	46.758754226182646
10318	1	1	iCerb	38.81566482348864
10318	1	1	Motor	47.78241895051633
10319	6	4	VS	20.87871551513672
10319	6	4	RVS	18.296083450317383
10319	6	4	LVS	19.234413146972656
10319	6	4	vmPFC	26.17404556274414
10319	6	4	FFA	25.810487747192383
10319	6	4	sCerb	26.07571792602539
10319	6	4	iCerb	19.101743698120117
10319	6	4	Motor	30.158527374267578
10319	3	1	VS	31.610737110756805
10319	3	1	RVS	33.98786432289598
10319	3	1	LVS	30.65149677882326
10319	3	1	vmPFC	35.10243828677005
10319	3	1	FFA	39.28518874407426
10319	3	1	sCerb	42.332582567467654
10319	3	1	iCerb	37.76331775587495
10319	3	1	Motor	44.2015364858386
10319	3	4	VS	33.43726348876953
10319	3	4	RVS	34.740116119384766
10319	3	4	LVS	33.35395050048828
10319	3	4	vmPFC	33.8925895690918
10319	3	4	FFA	47.04366683959961
10319	3	4	sCerb	49.2020149230957
10319	3	4	iCerb	40.67683792114258
10319	3	4	Motor	46.710899353027344
10319	1	1	VS	32.57918696606353
10319	1	1	RVS	37.92113001475019
10319	1	1	LVS	33.93653348285123
10319	1	1	vmPFC	37.068983412523096
10319	1	1	FFA	35.86689327008578
10319	1	1	sCerb	43.084753800056596
10319	1	1	iCerb	40.68732436904333
10319	1	1	Motor	43.63932399073169
10319	1	4	VS	49.048805236816406
10319	1	4	RVS	47.162933349609375
10319	1	4	LVS	45.79901885986328
10319	1	4	vmPFC	41.24941635131836
10319	1	4	FFA	51.381839752197266
10319	1	4	sCerb	51.31600570678711
10319	1	4	iCerb	50.77519989013672
10319	1	4	Motor	49.850120544433594
10319	6	1	VS	26.650098518036582
10319	6	1	RVS	24.506563685064652
10319	6	1	LVS	26.11557186203397
10319	6	1	vmPFC	25.644614169329067
10319	6	1	FFA	33.84759383503028
10319	6	1	sCerb	37.05802708418663
10319	6	1	iCerb	30.58365645110072
10319	6	1	Motor	38.94959394885562
10320	6	1	VS	27.230991095586354
10320	6	1	RVS	27.24758581774335
10320	6	1	LVS	29.07222302638629
10320	6	1	vmPFC	35.0063557466632
10320	6	1	FFA	33.428643838845225
10320	6	1	sCerb	36.304386634107935
10320	6	1	iCerb	34.16631088795177
10320	6	1	Motor	47.438949177490805
10320	1	4	VS	51.60100173950195
10320	1	4	RVS	44.64686965942383
10320	1	4	LVS	46.661048889160156
10320	1	4	vmPFC	38.796749114990234
10320	1	4	FFA	53.13273239135742
10320	1	4	sCerb	54.429908752441406
10320	1	4	iCerb	54.94813919067383
10320	1	4	Motor	55.07866287231445
10320	3	4	VS	37.15907669067383
10320	3	4	RVS	33.44437026977539
10320	3	4	LVS	36.11624526977539
10320	3	4	vmPFC	37.42900466918945
10320	3	4	FFA	52.351715087890625
10320	3	4	sCerb	54.094512939453125
10320	3	4	iCerb	43.71137619018555
10320	3	4	Motor	49.08207321166992
10320	3	1	VS	27.374615699834397
10320	3	1	RVS	30.084847097875
10320	3	1	LVS	30.485895715008624
10320	3	1	vmPFC	32.93788011372784
10320	3	1	FFA	40.481882243696205
10320	3	1	sCerb	43.28816945789386
10320	3	1	iCerb	37.45291795381359
10320	3	1	Motor	44.50664505200455
10320	1	1	VS	34.01544203220438
10320	1	1	RVS	37.30185829360991
10320	1	1	LVS	36.724903798661146
10320	1	1	vmPFC	39.974180296406594
10320	1	1	FFA	45.534820889897595
10320	1	1	sCerb	47.65138443313898
10320	1	1	iCerb	43.98397313013052
10320	1	1	Motor	55.65811047152128
10320	6	4	VS	18.399980545043945
10320	6	4	RVS	14.994308471679688
10320	6	4	LVS	18.331518173217773
10320	6	4	vmPFC	29.51192855834961
10320	6	4	FFA	32.32323455810547
10320	6	4	sCerb	32.998199462890625
10320	6	4	iCerb	26.18354606628418
10320	6	4	Motor	30.383127212524414
10321	6	4	VS	11.897847175598145
10321	6	4	RVS	13.32775592803955
10321	6	4	LVS	13.131617546081543
10321	6	4	vmPFC	14.207608222961426
10321	6	4	FFA	24.613117218017578
10321	6	4	sCerb	26.34081268310547
10321	6	4	iCerb	22.603588104248047
10321	6	4	Motor	27.67904281616211
10321	3	1	VS	18.477806521071052
10321	3	1	RVS	21.224572429055744
10321	3	1	LVS	18.608783597181144
10321	3	1	vmPFC	10.864057264239987
10321	3	1	FFA	33.902479727581266
10321	3	1	sCerb	40.64763503703773
10321	3	1	iCerb	33.3963952634201
10321	3	1	Motor	33.94653435007964
10321	3	4	VS	20.56194496154785
10321	3	4	RVS	22.864953994750977
10321	3	4	LVS	20.16533851623535
10321	3	4	vmPFC	14.39342212677002
10321	3	4	FFA	42.22823715209961
10321	3	4	sCerb	47.51490020751953
10321	3	4	iCerb	34.683380126953125
10321	3	4	Motor	37.1639404296875
10321	1	1	VS	20.44061543780415
10321	1	1	RVS	25.84193924005577
10321	1	1	LVS	21.24544271500191
10321	1	1	vmPFC	13.737621326836754
10321	1	1	FFA	37.219614693024255
10321	1	1	sCerb	46.14591429454774
10321	1	1	iCerb	39.01473235502148
10321	1	1	Motor	42.936015257414006
10321	6	1	VS	18.03938528382709
10321	6	1	RVS	19.18982270048953
10321	6	1	LVS	18.71704700537725
10321	6	1	vmPFC	9.38481220807474
10321	6	1	FFA	29.55807293770405
10321	6	1	sCerb	35.646283801730405
10321	6	1	iCerb	26.515143577366462
10321	6	1	Motor	30.61934853042245
10321	1	4	VS	31.320634841918945
10321	1	4	RVS	31.94432830810547
10321	1	4	LVS	30.376432418823242
10321	1	4	vmPFC	19.953536987304688
10321	1	4	FFA	52.964786529541016
10321	1	4	sCerb	57.13835144042969
10321	1	4	iCerb	48.37285614013672
10321	1	4	Motor	50.863059997558594
10363	3	4	VS	35.60503005981445
10363	3	4	RVS	34.51589584350586
10363	3	4	LVS	32.42374038696289
10363	3	4	vmPFC	40.31106948852539
10363	3	4	FFA	40.431007385253906
10363	3	4	sCerb	44.90315628051758
10363	3	4	iCerb	35.32324981689453
10363	3	4	Motor	40.060791015625
10363	6	1	VS	27.99524837593626
10363	6	1	RVS	26.0884883167835
10363	6	1	LVS	25.68082315185802
10363	6	1	vmPFC	30.45877533382872
10363	6	1	FFA	28.75739998527715
10363	6	1	sCerb	35.260611208802196
10363	6	1	iCerb	27.239069207846125
10363	6	1	Motor	35.172072423685506
10363	1	4	VS	50.806175231933594
10363	1	4	RVS	43.65740966796875
10363	1	4	LVS	42.19778823852539
10363	1	4	vmPFC	47.23866271972656
10363	1	4	FFA	40.68495559692383
10363	1	4	sCerb	51.586002349853516
10363	1	4	iCerb	46.2175178527832
10363	1	4	Motor	49.679481506347656
10363	6	4	VS	21.730106353759766
10363	6	4	RVS	19.684728622436523
10363	6	4	LVS	19.068971633911133
10363	6	4	vmPFC	35.40671920776367
10363	6	4	FFA	21.794797897338867
10363	6	4	sCerb	26.71314811706543
10363	6	4	iCerb	22.68128776550293
10363	6	4	Motor	31.733932495117188
10363	3	1	VS	32.264069102098524
10363	3	1	RVS	31.983799015152663
10363	3	1	LVS	31.85979391052964
10363	3	1	vmPFC	37.69434978075032
10363	3	1	FFA	35.90621033700352
10363	3	1	sCerb	43.58588159206625
10363	3	1	iCerb	34.374221812846464
10363	3	1	Motor	40.59876241262346
10363	1	1	VS	35.76772105745466
10363	1	1	RVS	36.726769365705835
10363	1	1	LVS	34.985895980128106
10363	1	1	vmPFC	42.066210998411485
10363	1	1	FFA	40.10654585967761
10363	1	1	sCerb	47.28602195292385
10363	1	1	iCerb	40.24351025072533
10363	1	1	Motor	47.62376222865801
10391	1	1	VS	20.80792897101728
10391	1	1	RVS	29.184277898881852
10391	1	1	LVS	23.526870862409183
10391	1	1	vmPFC	29.66485419021045
10391	1	1	FFA	29.563201880607558
10391	1	1	sCerb	42.55229091590058
10391	1	1	iCerb	39.39358806140632
10391	1	1	Motor	41.93119076854754
10391	3	4	VS	31.344266891479492
10391	3	4	RVS	30.87312126159668
10391	3	4	LVS	28.294231414794922
10391	3	4	vmPFC	32.30766296386719
10391	3	4	FFA	39.77859878540039
10391	3	4	sCerb	47.29542541503906
10391	3	4	iCerb	41.439414978027344
10391	3	4	Motor	38.58854675292969
10391	3	1	VS	19.27996209971313
10391	3	1	RVS	25.64401635110089
10391	3	1	LVS	21.13152037837202
